ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
8147	38	Woman	0	Unemployed	Agency	Yes	12	Sport	27092	Manual	Petrol		0.3622574728346204
8148	37	Woman	2	Student	Agency	No	9	Saloon	11629	Automatic	Diesel		0.033065317679248148
8149	74	Woman	0	"Public Sector - Director"	On-line	No	13	Sport	15676	Manual	Diesel		0.22665401945207347
8150	24	Woman	2	Government	Agency	Yes	6	Estate	30666	Automatic	Diesel		0.11863683514634729
8151	71	Woman	0	"Public Sector - Manager"	Agency	No	18	Sport	25581	Automatic	Petrol		0.41148292117735613
8152	66	Woman	2	"Private Sector - Manager"	Agency	No	16	Saloon	12280	Automatic	Diesel		-0.015027930082596674
8153	18	Man	4+	Retired	Agency	Yes	0	Saloon	19385	Automatic	Diesel		0.23274848644480986
8154	43	Man	0	Student	Agency	No	3	Sport	28482	Manual	Diesel		0.49376518229333977
8155	61	Man	1	"Public Sector - Manager"	Agency	No	4	Estate	32936	Manual	Diesel		0.29980561288726681
8156	36	Man	2	"Private Sector - Director"	Agency	Yes	7	Saloon	44507	Manual	Petrol		0.068646388372688522
8157	51	Woman	1	"Public Sector - Manager"	On-line	No	16	Sport	36916	Automatic	Petrol		0.232658591114068
8158	39	Woman	3	Unemployed	Agency	No	7	Saloon	26817	Manual	Diesel		0.12514681212038356
8160	38	Man	2	Student	On-line	No	20	Sport	48283	Automatic	Diesel		0.32575962832336769
8161	42	Man	1	Retired	Agency	Yes	16	Saloon	39179	Automatic	Diesel		0.090422127570386701
8162	42	Woman	2	"Public Sector - Employee"	Agency	Yes	10	Sport	32439	Manual	Diesel		0.15862906056185633
8163	68	Man	4+	Independant	Agency	Yes	14	Sport	17502	Automatic	Petrol		0.22169540765144768
8164	71	Woman	2	Government	Agency	No	5	Estate	39388	Manual	Diesel		0.015062219912234553
8165	75	Man	4+	"Public Sector - Employee"	Agency	No	22	Saloon	35705	Manual	Diesel		0.2714050307393604
8166	42	Woman	1	Student	Agency	Yes	20	Estate	20998	Manual	Diesel		-0.046038466634170064
8167	57	Woman	0	Independant	On-line	Yes	12	Saloon	22923	Automatic	Diesel		0.18584472108880939
8168	43	Man	0	"Public Sector - Employee"	Agency	No	18	Estate	24420	Manual	Diesel		0.3235280390868811
8169	73	Woman	2	Independant	Agency	Yes	13	Estate	29497	Automatic	Diesel		0.039146434670193006
8170	45	Man	4+	"Public Sector - Employee"	Agency	No	4	Estate	32622	Automatic	Diesel		0.18600475294690563
8171	42	Woman	2	Independant	On-line	Yes	17	Saloon	35334	Automatic	Diesel		-0.043454174817600277
8172	68	Man	0	Government	Agency	Yes	8	Estate	19056	Automatic	Petrol		0.21983289626013419
8173	45	Woman	1	"Public Sector - Employee"	Agency	Yes	19	Saloon	45806	Automatic	Petrol		-0.12987548826508077
8174	19	Woman	4+	"Private Sector - Manager"	On-line	No	1	Estate	32447	Automatic	Diesel		0.1148455346082079
8175	42	Woman	4+	"Public Sector - Employee"	Agency	No	20	Sport	17205	Manual	Diesel		0.1257032247975409
8177	57	Woman	2	Government	On-line	No	4	Saloon	15211	Automatic	Petrol		-0.10816891284712449
8178	73	Man	4+	"Private Sector - Employee"	Agency	Yes	14	Estate	29599	Manual	Petrol		0.0090273574984007093
8179	66	Man	1	Unemployed	Agency	Yes	12	Estate	26494	Manual	Diesel		0.20216793121675866
8181	19	Woman	2	"Public Sector - Employee"	Agency	No	1	Sport	47411	Automatic	Diesel		0.20943915148297756
8182	20	Man	4+	Retired	Agency	No	2	Estate	29136	Manual	Petrol		0.16898711437026837
8183	49	Man	1	Student	Agency	Yes	5	Sport	25965	Automatic	Diesel		0.36712200540063411
8185	29	Man	2	Retired	Agency	No	6	Sport	18016	Manual	Diesel		0.39922074611627401
8186	43	Woman	4+	"Public Sector - Director"	On-line	No	13	Sport	25721	Automatic	Petrol		0.034587922061857415
8187	25	Woman	1	"Public Sector - Employee"	Agency	Yes	3	Saloon	19603	Automatic	Diesel		0.092761105375370037
8188	26	Man	2	Retired	Agency	No	8	Sport	23816	Automatic	Petrol		0.33779280333741812
8189	73	Woman	4+	"Private Sector - Employee"	On-line	Yes	3	Sport	21536	Automatic	Petrol		0.030796005087319181
8190	40	Woman	0	"Public Sector - Director"	On-line	No	7	Estate	31422	Automatic	Petrol		0.081149038935200909
8191	56	Woman	2	Independant	Agency	Yes	21	Estate	31663	Automatic	Diesel		0.036224203593327522
8192	22	Man	1	"Public Sector - Director"	On-line	No	4	Estate	46659	Automatic	Petrol		-0.014027790388502069
8193	75	Man	1	"Public Sector - Employee"	Agency	No	10	Estate	41055	Automatic	Diesel		0.24434288023729883
8194	67	Man	0	"Public Sector - Director"	On-line	No	18	Saloon	20077	Automatic	Diesel		0.23255055984005235
8195	67	Man	1	Government	Agency	Yes	6	Sport	15262	Manual	Diesel		0.30082253545567977
8196	76	Man	0	Unemployed	Agency	No	16	Saloon	22165	Automatic	Diesel		0.53034585066556461
8197	60	Man	0	Retired	Agency	No	16	Estate	14964	Automatic	Diesel		0.27794198820913563
8200	51	Man	2	"Private Sector - Director"	On-line	Yes	22	Estate	24015	Automatic	Diesel		0.19214116637205006
8203	79	Man	2	"Private Sector - Employee"	Agency	No	11	Estate	19082	Automatic	Diesel		0.27058496529763737
8204	18	Man	2	Student	Agency	No	0	Sport	27294	Automatic	Petrol		0.34000260392099146
8205	75	Woman	1	Retired	Agency	No	7	Estate	26025	Automatic	Petrol		0.064753989312739638
8209	67	Woman	1	Government	On-line	No	19	Estate	19570	Manual	Diesel		0.025362925244252835
8210	54	Man	1	Independant	On-line	Yes	22	Saloon	41698	Manual	Diesel		0.13159665325941516
8211	24	Woman	4+	Independant	Agency	Yes	3	Saloon	39042	Manual	Diesel		0.071190785237123411
8212	40	Woman	4+	"Public Sector - Director"	Agency	No	20	Estate	19211	Manual	Diesel		-0.0031932901277674716
8214	49	Woman	4+	Student	Agency	No	13	Sport	22797	Automatic	Diesel		0.21127234306973389
8215	48	Man	0	Unemployed	Agency	Yes	15	Estate	27432	Manual	Petrol		0.26276251065827821
8216	73	Man	2	"Private Sector - Employee"	Agency	No	5	Estate	14207	Automatic	Diesel		0.03341226703756528
8217	53	Man	2	"Private Sector - Director"	Agency	No	3	Sport	21367	Automatic	Diesel		0.3554899524137658
8218	41	Woman	2	"Public Sector - Employee"	Agency	Yes	20	Estate	31121	Automatic	Diesel		0.058031500050473514
8219	25	Man	1	"Private Sector - Employee"	On-line	No	7	Sport	18298	Automatic	Petrol		0.21999349654584022
8220	68	Woman	1	Government	On-line	Yes	13	Sport	39187	Automatic	Petrol		0.1006344597775139
8221	54	Man	4+	Student	Agency	Yes	19	Estate	23153	Automatic	Petrol		0.07782157097532047
8223	27	Woman	2	"Public Sector - Employee"	Agency	Yes	5	Saloon	16725	Manual	Petrol		-0.044551873611087131
8224	21	Man	1	Unemployed	Agency	Yes	3	Sport	14708	Automatic	Diesel		0.36977871769509774
8225	50	Woman	4+	"Public Sector - Employee"	Agency	No	4	Estate	27227	Manual	Diesel		0.066344860183336199
8226	18	Man	2	Government	Agency	Yes	0	Sport	28861	Automatic	Petrol		0.34912219512282039
8227	31	Woman	2	"Public Sector - Employee"	Agency	No	6	Saloon	43458	Manual	Diesel		0.027144284090705795
8228	31	Man	1	Government	Agency	No	13	Saloon	15988	Automatic	Diesel		0.18701725411686496
8230	57	Man	1	"Private Sector - Director"	Agency	No	17	Estate	39093	Automatic	Diesel		0.15834372528326446
8231	74	Man	1	Government	On-line	No	3	Sport	16777	Automatic	Diesel		0.29875465951327551
8233	50	Man	1	"Private Sector - Director"	Agency	Yes	7	Saloon	18719	Manual	Petrol		0.068563132890057249
8234	22	Man	3	"Public Sector - Director"	Agency	No	4	Saloon	14194	Automatic	Petrol		0.0086770891584808732
8235	64	Woman	2	"Private Sector - Director"	Agency	No	5	Estate	32614	Automatic	Petrol		-0.049210210995135464
8236	24	Woman	1	"Private Sector - Employee"	On-line	Yes	6	Sport	28542	Manual	Diesel		0.21621705831066548
8237	66	Woman	4+	Unemployed	On-line	No	18	Saloon	29223	Manual	Diesel		0.055960032575921539
8239	47	Woman	1	Independant	On-line	No	18	Sport	25530	Automatic	Petrol		0.13126498274882795
8240	49	Woman	4+	Independant	Agency	No	8	Saloon	22757	Automatic	Diesel		0.032614780343719847
8241	55	Man	1	Unemployed	Agency	No	14	Estate	23808	Manual	Petrol		0.095411830122628466
8242	49	Man	0	"Private Sector - Director"	Agency	No	22	Sport	21023	Automatic	Petrol		0.41325814210486755
8243	28	Woman	2	"Public Sector - Manager"	On-line	No	10	Estate	26980	Automatic	Diesel		0.24537098959499123
8244	54	Man	0	"Public Sector - Manager"	Agency	No	8	Saloon	18524	Automatic	Diesel		0.43125559351274856
8247	76	Woman	4+	Independant	Agency	No	11	Sport	6703	Automatic	Diesel		0.34880709751010297
8248	52	Man	4+	Independant	Agency	No	21	Saloon	27052	Automatic	Diesel		0.1905873488854796
8249	20	Man	0	Retired	Agency	No	2	Saloon	46499	Automatic	Diesel		0.32298552213434328
8250	49	Man	2	Independant	On-line	No	17	Estate	14689	Automatic	Diesel		0.112201716006906
8251	70	Man	4+	Student	On-line	No	7	Saloon	15998	Automatic	Diesel		0.10725710769668939
8252	18	Man	0	"Private Sector - Employee"	Agency	No	0	Saloon	24536	Automatic	Diesel		0.32716567214227676
8253	67	Man	4+	Retired	On-line	No	14	Sport	28163	Manual	Petrol		0.28136863975943149
8254	62	Man	4+	"Private Sector - Manager"	Agency	No	20	Saloon	25395	Manual	Diesel		0.19707914728685602
8258	57	Woman	4+	"Private Sector - Employee"	Agency	No	8	Estate	13576	Manual	Petrol		-0.1955440403537019
8259	52	Woman	2	Unemployed	Agency	No	19	Sport	26445	Manual	Diesel		0.24535570391292835
8260	65	Man	2	Retired	Agency	No	6	Saloon	35639	Manual	Petrol		0.079078321212191105
8261	36	Man	0	"Public Sector - Employee"	Agency	No	18	Sport	35229	Manual	Diesel		0.56956507962499403
8262	26	Man	4+	"Public Sector - Employee"	Agency	No	8	Estate	18680	Automatic	Diesel		0.22564958142625086
8263	45	Woman	4+	"Public Sector - Director"	On-line	Yes	20	Sport	17695	Automatic	Diesel		0.1086622953893506
8265	90	Woman	4+	"Public Sector - Manager"	Agency	Yes	15	Sport	35545	Automatic	Diesel		0.52280113331996303
8266	33	Woman	1	Government	On-line	Yes	8	Sport	16998	Manual	Diesel		0.22884278449010628
8267	53	Man	2	"Public Sector - Director"	On-line	No	21	Sport	28691	Manual	Petrol		0.19527867597802101
8268	70	Man	1	"Private Sector - Employee"	On-line	No	14	Sport	43190	Automatic	Diesel		0.19071774777078956
8271	49	Man	2	Independant	Agency	No	16	Saloon	41672	Automatic	Diesel		0.13246945100628038
8272	71	Man	3	Retired	Agency	Yes	21	Estate	58471	Automatic	Petrol		0.0014866143993069597
8273	71	Woman	4+	"Public Sector - Director"	On-line	Yes	8	Estate	29527	Manual	Diesel		-0.034015972558028351
8274	44	Woman	2	"Private Sector - Director"	Agency	No	22	Estate	12539	Automatic	Diesel		-0.012591007701316978
8275	79	Man	2	"Private Sector - Employee"	Agency	No	7	Sport	29287	Automatic	Petrol		0.38724266291975507
8278	45	Woman	4+	Retired	Agency	No	18	Estate	19094	Automatic	Diesel		0.025711824077985983
8279	42	Man	1	Student	Agency	Yes	6	Estate	31745	Automatic	Diesel		0.10661006438466619
8280	48	Woman	0	"Private Sector - Employee"	Agency	Yes	5	Estate	18284	Automatic	Diesel		0.087950532981895466
8281	52	Woman	2	Retired	Agency	Yes	6	Saloon	20461	Manual	Diesel		0.033919999271504436
8282	73	Woman	2	Unemployed	On-line	No	10	Sport	19565	Automatic	Diesel		0.20231487124504233
8286	78	Woman	2	Independant	Agency	Yes	12	Saloon	24468	Automatic	Diesel		0.23585822772798912
8287	23	Woman	2	"Private Sector - Director"	Agency	Yes	5	Saloon	26548	Automatic	Diesel		0.13186205102602774
8288	51	Woman	2	"Private Sector - Manager"	Agency	No	18	Saloon	29664	Automatic	Diesel		0.058167957219771763
8289	43	Woman	4+	Student	On-line	Yes	14	Saloon	12315	Automatic	Petrol		-0.14486039940356382
8290	26	Woman	4+	"Public Sector - Employee"	Agency	No	8	Estate	25206	Automatic	Diesel		0.1232574069365322
8291	75	Man	2	Unemployed	Agency	No	3	Estate	27565	Manual	Petrol		0.20328973875487211
8292	48	Man	2	"Private Sector - Director"	Agency	No	21	Saloon	40714	Manual	Diesel		0.15133393758669933
8293	68	Man	4+	"Private Sector - Director"	Agency	No	12	Saloon	37769	Automatic	Diesel		0.16240841550144897
8294	62	Woman	2	"Public Sector - Director"	Agency	No	13	Estate	19294	Automatic	Petrol		-0.15733245118042999
8295	44	Woman	4+	"Public Sector - Manager"	On-line	No	21	Estate	12494	Automatic	Diesel		0.10375937130837135
8296	29	Woman	1	"Private Sector - Manager"	On-line	No	11	Sport	47437	Automatic	Diesel		0.20541885956124326
8297	45	Man	2	Student	Agency	No	20	Saloon	16023	Automatic	Diesel		0.11095357276055688
8298	27	Man	4+	"Public Sector - Employee"	Agency	No	9	Sport	16153	Automatic	Diesel		0.36701980632679265
8300	49	Man	2	"Private Sector - Manager"	Agency	No	22	Estate	35972	Manual	Diesel		0.17569307490145747
8301	57	Woman	0	"Public Sector - Employee"	Agency	No	14	Estate	16405	Automatic	Diesel		0.13994141952209485
8302	75	Woman	2	Student	Agency	Yes	19	Sport	18758	Automatic	Petrol		0.18889597970289754
8304	26	Woman	1	"Private Sector - Director"	Agency	Yes	8	Sport	26578	Manual	Diesel		0.30926027333538031
8305	70	Woman	4+	"Private Sector - Director"	Agency	No	4	Sport	41198	Automatic	Petrol		0.089916371634402581
8306	54	Woman	2	"Public Sector - Manager"	Agency	Yes	8	Sport	15394	Automatic	Petrol		0.1872918744638771
8308	68	Woman	0	"Public Sector - Employee"	Agency	No	21	Estate	22662	Automatic	Petrol		0.10133840440954789
8309	52	Man	0	"Private Sector - Employee"	Agency	No	15	Saloon	22549	Automatic	Petrol		0.15520985280470048
8310	19	Man	0	Independant	Agency	No	1	Estate	22376	Automatic	Petrol		0.29378733666950002
8311	51	Man	3	Student	Agency	No	17	Sport	19107	Automatic	Diesel		0.32929184397258005
8312	43	Woman	0	"Private Sector - Manager"	Agency	No	20	Sport	25197	Automatic	Diesel		0.36787003170603183
8313	95	Man	2	Independant	Agency	No	13	Saloon	35168	Automatic	Diesel		0.35140364394478141
8314	23	Man	3	"Public Sector - Director"	Agency	Yes	5	Sport	24458	Automatic	Diesel		0.34938175908761182
8315	25	Woman	2	Government	Agency	No	7	Sport	16964	Automatic	Diesel		0.22924612438297456
8316	43	Man	3	"Private Sector - Employee"	On-line	Yes	3	Sport	19442	Automatic	Diesel		0.23295836944146242
8317	75	Man	2	Government	Agency	No	19	Estate	26922	Automatic	Diesel		0.29999930792575513
8318	64	Man	3	Government	Agency	No	11	Estate	29733	Automatic	Diesel		0.19316522911218018
8319	35	Woman	0	Government	Agency	Yes	13	Saloon	13675	Automatic	Diesel		0.2013767576195552
8320	37	Man	2	Independant	On-line	No	6	Estate	37233	Automatic	Diesel		0.21355681627801901
8321	55	Man	1	"Public Sector - Employee"	Agency	Yes	18	Sport	19057	Automatic	Petrol		0.24764946049387654
8324	49	Man	4+	"Public Sector - Director"	Agency	No	22	Saloon	24050	Automatic	Diesel		0.10457421012829338
8325	46	Man	4+	"Public Sector - Manager"	On-line	Yes	6	Estate	17699	Automatic	Petrol		0.17835326529495427
8326	35	Man	1	"Public Sector - Employee"	Agency	No	9	Estate	47317	Manual	Diesel		0.16298234538841305
8327	62	Woman	4+	"Public Sector - Director"	Agency	No	17	Saloon	23898	Manual	Petrol		-0.13194372887582917
8328	51	Man	1	"Private Sector - Manager"	Agency	No	11	Estate	21554	Automatic	Diesel		0.17857000095249692
8329	50	Man	4+	"Private Sector - Director"	On-line	Yes	19	Saloon	12462	Manual	Diesel		0.1271942444202086
8332	42	Woman	2	Independant	On-line	No	18	Saloon	19692	Automatic	Petrol		-0.14785658681349431
8334	50	Man	2	"Private Sector - Manager"	Agency	No	18	Estate	18969	Manual	Diesel		0.16455794925668416
8335	22	Man	4+	"Private Sector - Manager"	Agency	Yes	4	Saloon	26700	Automatic	Petrol		0.17611505393636889
8336	70	Man	1	"Public Sector - Director"	On-line	Yes	18	Estate	14014	Automatic	Petrol		-0.060428377071410813
8337	27	Man	2	Student	Agency	No	9	Saloon	19381	Automatic	Petrol		0.12027647120037635
8339	42	Woman	2	Independant	On-line	No	22	Estate	28948	Automatic	Diesel		-0.02266366427310329
8340	23	Woman	0	Independant	On-line	Yes	3	Saloon	44375	Automatic	Petrol		0.075079433526757638
8341	69	Woman	1	Unemployed	Agency	No	7	Saloon	48977	Automatic	Diesel		-0.039488117866685546
8342	19	Woman	4+	"Private Sector - Director"	On-line	No	1	Sport	23360	Manual	Diesel		0.29432442677139442
8343	52	Woman	2	Student	Agency	Yes	8	Sport	21799	Automatic	Diesel		0.20551419544599986
8344	39	Man	1	"Private Sector - Manager"	Agency	No	8	Estate	26124	Automatic	Diesel		0.26148128123713438
8345	51	Man	2	"Private Sector - Director"	Agency	Yes	11	Sport	12299	Automatic	Diesel		0.30542785636314879
8347	78	Woman	1	Government	On-line	No	11	Saloon	22560	Automatic	Petrol		0.14494156070400677
8348	83	Man	0	"Private Sector - Manager"	Agency	No	16	Saloon	21997	Automatic	Diesel		0.52660962648164034
8349	78	Woman	2	"Private Sector - Employee"	On-line	Yes	20	Sport	32155	Automatic	Diesel		0.33454333122709834
8350	30	Man	2	"Public Sector - Director"	Agency	Yes	9	Estate	15939	Automatic	Petrol		0.0050426083968322585
8351	24	Woman	1	"Public Sector - Employee"	Agency	No	6	Sport	44744	Automatic	Petrol		0.11346291229899019
8352	37	Woman	2	"Public Sector - Director"	On-line	Yes	14	Estate	16993	Automatic	Diesel		-0.041786412366399517
8353	52	Man	4+	Student	Agency	No	17	Estate	23915	Automatic	Diesel		0.17712562889705119
8355	31	Man	4+	"Private Sector - Employee"	Agency	No	9	Estate	43747	Automatic	Diesel		0.077682193836130287
8356	50	Man	4+	Retired	Agency	No	22	Estate	26152	Automatic	Diesel		0.20416854706596907
8357	22	Woman	2	"Private Sector - Director"	Agency	Yes	4	Estate	48943	Automatic	Diesel		0.02942634857753372
8358	29	Woman	0	Student	Agency	Yes	11	Estate	35263	Automatic	Diesel		0.24122626596912022
8359	53	Man	4+	"Private Sector - Employee"	Agency	Yes	22	Saloon	13004	Automatic	Diesel		0.03856229959744898
8360	44	Man	2	"Private Sector - Manager"	Agency	No	21	Sport	15644	Automatic	Diesel		0.30347253191645385
8361	52	Man	4+	"Private Sector - Manager"	Agency	No	5	Sport	22761	Automatic	Petrol		0.26880387206334971
8363	46	Woman	2	Student	Agency	No	16	Saloon	35077	Manual	Diesel		0.025642368026584761
8364	49	Man	0	"Public Sector - Manager"	Agency	Yes	10	Estate	18935	Manual	Diesel		0.43426255571227357
8366	18	Man	0	Retired	Agency	No	0	Sport	14313	Automatic	Diesel		0.52486250338418383
8367	32	Woman	2	"Public Sector - Director"	Agency	No	14	Saloon	21108	Automatic	Diesel		0.010478889649063468
8368	70	Man	0	Student	Agency	No	16	Sport	16952	Manual	Petrol		0.34463025441000239
8369	22	Woman	4+	"Public Sector - Employee"	Agency	No	4	Sport	28679	Automatic	Petrol		0.20972937653263429
8370	40	Man	2	"Private Sector - Director"	On-line	No	10	Sport	26360	Automatic	Petrol		0.34620209264056245
8371	39	Man	4+	"Public Sector - Director"	Agency	Yes	21	Saloon	34369	Automatic	Petrol		0.05655204703837996
8372	50	Woman	4+	Government	Agency	Yes	17	Saloon	23033	Automatic	Diesel		0.048589094855165493
8373	48	Woman	3	Unemployed	On-line	Yes	8	Saloon	18803	Automatic	Petrol		-0.06981567498071338
8374	73	Woman	2	Independant	Agency	No	10	Sport	25516	Manual	Diesel		0.22091043711822125
8376	25	Woman	4+	"Private Sector - Director"	Agency	No	7	Estate	32819	Automatic	Diesel		0.11122604591820132
8377	28	Woman	2	Student	Agency	No	10	Saloon	28576	Automatic	Diesel		0.1096143491402933
8378	40	Man	0	Government	Agency	No	9	Saloon	20466	Automatic	Diesel		0.38366265881149253
8379	55	Man	3	Independant	Agency	No	19	Estate	35224	Automatic	Diesel		0.16325353483055016
8380	91	Woman	2	Independant	Agency	Yes	20	Estate	30408	Automatic	Petrol		0.13551013529769973
8382	39	Woman	2	Student	On-line	Yes	7	Saloon	27369	Automatic	Diesel		0.10912852191388984
8383	20	Man	0	Independant	Agency	No	2	Sport	19421	Manual	Diesel		0.55014378992297575
8384	29	Woman	3	Independant	Agency	No	11	Estate	24517	Automatic	Diesel		0.1040325487962853
8385	69	Man	4+	"Private Sector - Manager"	Agency	Yes	7	Saloon	23984	Manual	Diesel		0.18759782339005113
8386	29	Man	1	Independant	Agency	No	11	Sport	28217	Manual	Diesel		0.4271984589660206
8387	40	Man	0	Retired	On-line	No	19	Sport	14273	Automatic	Diesel		0.51604143941306602
8388	39	Woman	2	"Public Sector - Director"	On-line	Yes	7	Saloon	14713	Automatic	Diesel		-0.042036139143692891
8389	46	Woman	0	Unemployed	Agency	Yes	19	Sport	23543	Automatic	Diesel		0.38269769348903726
8390	57	Woman	4+	"Public Sector - Director"	Agency	No	16	Estate	18553	Automatic	Petrol		-0.16020413612359974
8391	71	Man	4+	"Public Sector - Employee"	Agency	No	17	Sport	21064	Manual	Diesel		0.34944666754061759
8393	76	Woman	0	Retired	Agency	No	7	Saloon	34731	Automatic	Diesel		0.39007812944388598
8394	32	Woman	3	"Public Sector - Director"	Agency	No	3	Saloon	25833	Automatic	Diesel		0.03653486551553585
8395	56	Man	2	Independant	Agency	No	12	Saloon	42369	Automatic	Petrol		0.0330804907913375
8396	45	Man	0	Independant	On-line	Yes	6	Estate	35723	Automatic	Diesel		0.31547161217834729
8398	47	Man	0	Independant	Agency	No	8	Saloon	25188	Automatic	Diesel		0.33772176076720239
8400	73	Man	1	"Public Sector - Director"	Agency	No	11	Estate	31398	Manual	Diesel		0.097786656273157607
8401	74	Man	2	"Private Sector - Manager"	Agency	Yes	7	Saloon	18292	Automatic	Diesel		0.15499477970909037
8402	39	Woman	1	"Private Sector - Employee"	Agency	No	16	Estate	15662	Automatic	Petrol		-0.13688253579845894
8405	56	Woman	1	Retired	On-line	No	4	Estate	27812	Automatic	Petrol		-0.031633346500656689
8407	87	Man	3	"Private Sector - Director"	On-line	No	17	Sport	34216	Manual	Diesel		0.55037236076506924
8408	23	Woman	1	"Public Sector - Director"	Agency	No	3	Sport	17397	Manual	Petrol		0.077447985134728239
8409	54	Woman	1	Student	Agency	Yes	21	Sport	28207	Manual	Diesel		0.2263984964789105
8410	31	Woman	2	"Public Sector - Director"	Agency	No	9	Sport	35396	Manual	Diesel		0.19109311923574382
8411	56	Man	4+	"Public Sector - Manager"	Agency	Yes	7	Sport	18779	Automatic	Petrol		0.36221298403699947
8412	55	Woman	4+	Government	Agency	No	18	Saloon	26650	Automatic	Diesel		0.067008810064679444
8413	19	Man	2	Student	Agency	No	1	Sport	19043	Manual	Diesel		0.39467693714649521
8414	50	Man	1	Independant	Agency	No	8	Estate	34995	Automatic	Petrol		0.070597436664477348
8415	52	Woman	4+	"Private Sector - Employee"	Agency	No	22	Sport	16826	Manual	Diesel		0.077935322162611398
8417	21	Man	0	"Private Sector - Manager"	Agency	No	3	Saloon	23111	Automatic	Diesel		0.40587506226769066
8419	46	Man	2	Independant	On-line	No	10	Estate	24337	Automatic	Diesel		0.17901401749653734
8420	52	Man	0	Student	On-line	No	7	Saloon	51190	Manual	Diesel		0.24204689398659349
8421	22	Man	4+	"Public Sector - Manager"	On-line	No	4	Saloon	38109	Automatic	Diesel		0.3456812163076225
8422	19	Woman	1	"Public Sector - Manager"	Agency	No	1	Estate	28205	Manual	Petrol		0.15037922501866602
8423	40	Woman	2	Government	Agency	Yes	18	Saloon	26777	Automatic	Diesel		0.12487563918163343
8424	27	Man	2	Government	On-line	No	9	Estate	26105	Automatic	Diesel		0.26619328786121466
8425	46	Man	0	Retired	Agency	No	6	Saloon	14362	Manual	Diesel		0.279592577123007
8426	80	Man	1	"Public Sector - Manager"	Agency	Yes	11	Sport	33358	Automatic	Diesel		0.67231495164891242
8428	64	Man	2	"Public Sector - Manager"	Agency	No	7	Sport	20525	Automatic	Petrol		0.36989800140121837
8429	74	Man	0	Independant	Agency	No	13	Sport	15355	Manual	Diesel		0.43866219639334292
8431	40	Man	4+	"Public Sector - Manager"	Agency	Yes	12	Saloon	13360	Automatic	Diesel		0.30038161698399746
8432	46	Man	4+	Student	Agency	No	13	Sport	37668	Automatic	Diesel		0.33058596911631766
8433	37	Woman	0	"Private Sector - Employee"	Agency	No	4	Estate	17580	Manual	Petrol		0.048184348412094222
8434	36	Woman	0	Government	Agency	No	4	Saloon	37292	Automatic	Petrol		0.14866702051049477
8435	46	Man	3	Government	Agency	Yes	19	Sport	27298	Automatic	Petrol		0.28738970178619327
8436	31	Man	1	"Public Sector - Director"	Agency	Yes	13	Estate	29260	Automatic	Diesel		0.17101248789119686
8437	51	Woman	0	Student	On-line	No	10	Sport	12237	Automatic	Petrol		0.21200954751145712
8438	54	Woman	1	"Public Sector - Manager"	Agency	No	16	Estate	40730	Manual	Petrol		0.034086677440497662
8440	55	Woman	4+	Independant	On-line	No	17	Sport	35759	Automatic	Diesel		0.20156900011805476
8441	50	Man	4+	Retired	On-line	No	6	Sport	20823	Automatic	Diesel		0.35321880091852487
8442	53	Woman	1	"Private Sector - Director"	Agency	No	10	Sport	47577	Automatic	Diesel		0.14317504188743171
8443	36	Man	0	Independant	Agency	Yes	12	Estate	19219	Manual	Diesel		0.36417050348394053
8445	31	Woman	2	"Private Sector - Director"	On-line	No	13	Saloon	19902	Automatic	Diesel		0.092001547568799497
8446	29	Woman	4+	"Public Sector - Employee"	Agency	Yes	11	Saloon	23024	Manual	Diesel		0.11002058935966379
8447	68	Man	2	Government	On-line	No	22	Sport	25190	Automatic	Petrol		0.27831200153336216
8449	51	Man	2	Government	Agency	No	17	Saloon	30823	Automatic	Diesel		0.19277442253145388
8450	62	Man	2	Independant	On-line	Yes	17	Sport	22594	Manual	Diesel		0.34584886005154636
8451	51	Woman	1	"Public Sector - Employee"	On-line	No	17	Estate	16709	Automatic	Diesel		-0.012458631804861342
8453	18	Woman	4+	Unemployed	Agency	Yes	0	Saloon	29079	Automatic	Diesel		0.12621192520051985
8454	39	Woman	4+	Student	Agency	Yes	19	Saloon	17057	Automatic	Petrol		-0.035735741650934419
8455	73	Man	2	"Private Sector - Manager"	On-line	No	7	Estate	31809	Automatic	Diesel		0.18422032572260513
8456	54	Woman	2	Government	Agency	Yes	15	Sport	34364	Automatic	Diesel		0.22057470474944582
8457	39	Man	4+	"Public Sector - Employee"	On-line	Yes	11	Sport	15651	Automatic	Diesel		0.36232479682802854
8458	63	Man	4+	"Private Sector - Manager"	On-line	Yes	13	Sport	19363	Automatic	Diesel		0.34200980232750788
8459	23	Woman	2	Student	Agency	Yes	5	Estate	26693	Automatic	Diesel		0.11775170983532601
8460	54	Woman	0	Retired	Agency	No	7	Saloon	21111	Automatic	Diesel		0.19080237091249319
8461	47	Man	4+	"Private Sector - Director"	Agency	No	5	Sport	28674	Manual	Diesel		0.3777572730140466
8462	20	Man	4+	"Private Sector - Manager"	Agency	No	2	Saloon	28290	Automatic	Diesel		0.26635757825467049
8463	76	Man	0	Unemployed	On-line	No	10	Sport	23728	Automatic	Petrol		0.62278579177865656
8464	29	Man	4+	"Public Sector - Employee"	On-line	Yes	11	Sport	21743	Automatic	Diesel		0.41977325872036764
